project_id,project_name,description,start_date,deadline,status,risk_level
P00260,Online Learning Platform,Online Learning Platform project for ABC Corporation,2025-03-02,2025-12-06,Completed,Medium
P00261,Employee Payroll System,Employee Payroll System project for OfficePro,2025-09-02,2026-07-19,In Progress,High
P00262,Inventory Management System,Inventory Management System project for DigitalHub,2025-08-08,2025-12-02,In Progress,Medium
P00263,Financial Reporting Dashboard,Financial Reporting Dashboard project for PeopleFirst,2026-06-21,2026-10-27,On Hold,High
P00264,Document Management System,Document Management System project for FinTech Solutions,2026-02-14,2027-01-22,In Progress,High
P00265,AI Demand Forecasting,AI Demand Forecasting project for MarketPlus,2026-01-10,2026-12-31,In Progress,High
P00266,Online Learning Platform,Online Learning Platform project for MarketPlus,2026-05-15,2026-10-06,Planning,Medium
P00267,Supply Chain Analytics,Supply Chain Analytics project for SalesPro,2025-04-19,2025-11-13,In Progress,High
P00268,Healthcare Management System,Healthcare Management System project for IndustrialTech,2025-06-03,2026-01-18,Delayed,Medium
P00269,CRM Implementation,CRM Implementation project for MedCare Hospitals,2026-03-28,2026-12-01,Completed,High
P00270,Online Learning Platform,Online Learning Platform project for EduTech,2026-03-26,2027-02-10,In Progress,Critical
P00271,Financial Reporting Dashboard,Financial Reporting Dashboard project for FinanceCorp,2025-01-13,2025-04-01,Planning,Low
P00272,E-Commerce Platform,E-Commerce Platform project for ServicePro,2025-05-15,2025-12-13,Delayed,High
P00273,Inventory Management System,Inventory Management System project for MedCare Hospitals,2025-05-17,2025-09-08,In Progress,High
P00274,AI Demand Forecasting,AI Demand Forecasting project for SecureNet,2025-01-04,2025-10-17,In Progress,High
P00275,Supply Chain Analytics,Supply Chain Analytics project for LogiTech,2026-02-01,2026-09-24,In Progress,Low
P00276,Marketing Analytics Platform,Marketing Analytics Platform project for DataCorp,2025-02-02,2025-11-13,In Progress,Critical
P00277,Marketing Analytics Platform,Marketing Analytics Platform project for DataCorp,2026-05-20,2027-04-19,In Progress,Critical
P00278,Employee Payroll System,Employee Payroll System project for ABC Corporation,2025-12-18,2026-10-11,In Progress,High
P00279,HR Automation System,HR Automation System project for RetailAnalytics,2026-04-03,2027-02-15,In Progress,Medium
P00280,HR Automation System,HR Automation System project for ABC Retail,2025-10-26,2026-08-26,In Progress,High
P00281,Financial Reporting Dashboard,Financial Reporting Dashboard project for DigitalHub,2026-08-06,2027-04-08,Completed,Low
P00282,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Retail,2025-06-12,2025-11-29,In Progress,High
P00283,Data Warehouse Development,Data Warehouse Development project for ABC Corporation,2025-12-01,2026-05-02,Delayed,Low
P00284,Marketing Analytics Platform,Marketing Analytics Platform project for IndustrialTech,2025-01-04,2025-06-14,Planning,Medium
P00285,Supply Chain Analytics,Supply Chain Analytics project for DataCorp,2026-05-15,2027-01-09,Planning,Low
P00286,Document Management System,Document Management System project for MedCare Hospitals,2025-12-07,2026-10-05,In Progress,High
P00287,Inventory Management System,Inventory Management System project for DigitalHub,2025-04-16,2025-09-25,Planning,Medium
P00288,Online Learning Platform,Online Learning Platform project for FinTech Solutions,2026-05-06,2026-12-22,In Progress,High
P00289,Cloud Migration Project,Cloud Migration Project project for DataCorp,2026-08-17,2027-02-10,In Progress,Low
P00290,Marketing Analytics Platform,Marketing Analytics Platform project for CloudWorks,2025-02-11,2025-10-08,Planning,Medium
P00291,Warehouse Automation,Warehouse Automation project for ServicePro,2026-05-23,2027-03-26,In Progress,Medium
P00292,Financial Reporting Dashboard,Financial Reporting Dashboard project for OfficePro,2026-03-18,2026-09-10,In Progress,High
P00293,AI Demand Forecasting,AI Demand Forecasting project for PeopleFirst,2025-08-01,2026-01-20,Completed,Low
P00294,Healthcare Management System,Healthcare Management System project for ABC Retail,2026-01-16,2026-05-05,In Progress,High
P00295,Cloud Migration Project,Cloud Migration Project project for XYZ Technologies,2026-04-17,2026-11-07,Delayed,Medium
P00296,Cloud Migration Project,Cloud Migration Project project for XYZ Technologies,2025-10-15,2026-04-24,In Progress,Critical
P00297,Warehouse Automation,Warehouse Automation project for LogiTech,2026-02-04,2026-05-11,In Progress,Medium
P00298,Supply Chain Analytics,Supply Chain Analytics project for LogiTech,2025-01-30,2026-01-20,In Progress,Low
P00299,Financial Reporting Dashboard,Financial Reporting Dashboard project for SecureNet,2026-07-10,2027-05-26,Completed,Low
P00300,E-Commerce Platform,E-Commerce Platform project for DataCorp,2026-07-09,2026-11-24,In Progress,Medium
P00301,Employee Training Portal,Employee Training Portal project for ABC Retail,2025-05-07,2026-04-19,Delayed,Medium
P00302,Warehouse Automation,Warehouse Automation project for MarketPlus,2025-10-14,2026-02-23,Completed,High
P00303,E-Commerce Platform,E-Commerce Platform project for PeopleFirst,2025-05-24,2025-11-19,In Progress,High
P00304,Social Media Analytics,Social Media Analytics project for DigitalHub,2025-08-28,2025-11-22,In Progress,Low
P00305,Cloud Migration Project,Cloud Migration Project project for FinanceCorp,2025-06-15,2026-02-10,In Progress,High
P00306,Mobile Banking Application,Mobile Banking Application project for ABC Retail,2026-06-01,2026-12-16,Planning,Low
P00307,Healthcare Management System,Healthcare Management System project for Global Traders,2026-02-21,2026-07-01,Delayed,High
P00308,Online Learning Platform,Online Learning Platform project for MedCare Hospitals,2026-05-23,2026-10-07,Completed,Low
P00309,Healthcare Management System,Healthcare Management System project for LogiTech,2026-04-21,2027-03-31,In Progress,Medium
P00310,Mobile Banking Application,Mobile Banking Application project for ABC Corporation,2026-03-13,2026-12-02,In Progress,High
P00311,Data Warehouse Development,Data Warehouse Development project for XYZ Technologies,2025-04-10,2025-07-12,In Progress,Medium
P00312,Data Warehouse Development,Data Warehouse Development project for MedCare Hospitals,2026-05-13,2026-08-09,Completed,Low
P00313,Mobile Banking Application,Mobile Banking Application project for FinanceCorp,2026-04-15,2026-06-21,In Progress,High
P00314,Financial Reporting Dashboard,Financial Reporting Dashboard project for MarketPlus,2025-03-16,2025-07-18,In Progress,High
P00315,Customer Support Chatbot,Customer Support Chatbot project for XYZ Technologies,2025-02-22,2025-11-30,Planning,High
P00316,Data Warehouse Development,Data Warehouse Development project for PeopleFirst,2026-04-02,2026-06-05,Delayed,High
P00317,Cybersecurity Upgrade,Cybersecurity Upgrade project for LogiTech,2025-08-23,2025-12-25,In Progress,Low
P00318,Cybersecurity Upgrade,Cybersecurity Upgrade project for MedCare Hospitals,2025-07-16,2025-09-12,In Progress,High
P00319,Document Management System,Document Management System project for OfficePro,2025-08-26,2026-05-05,Delayed,High
P00320,Employee Payroll System,Employee Payroll System project for SecureNet,2026-06-05,2027-04-06,Completed,Low
P00321,Healthcare Management System,Healthcare Management System project for FinTech Solutions,2025-08-07,2026-03-09,In Progress,Low
P00322,Mobile Banking Application,Mobile Banking Application project for FinTech Solutions,2025-08-11,2026-07-11,Delayed,High
P00323,CRM Implementation,CRM Implementation project for ABC Retail,2025-08-28,2026-05-20,Planning,High
P00324,Document Management System,Document Management System project for EduTech,2025-02-02,2025-11-18,Planning,Medium
P00325,AI Demand Forecasting,AI Demand Forecasting project for ABC Corporation,2025-01-23,2025-06-17,In Progress,High
P00326,Customer Support Chatbot,Customer Support Chatbot project for ABC Corporation,2025-09-06,2026-07-24,In Progress,Medium
P00327,Customer Support Chatbot,Customer Support Chatbot project for CloudWorks,2025-01-11,2025-09-14,Completed,Medium
P00328,E-Commerce Platform,E-Commerce Platform project for CloudWorks,2026-03-31,2026-06-11,In Progress,High
P00329,Mobile Banking Application,Mobile Banking Application project for ABC Retail,2025-09-12,2025-11-22,In Progress,Medium
P00330,Online Learning Platform,Online Learning Platform project for FinTech Solutions,2025-10-28,2026-09-25,Completed,Medium
P00331,Cloud Migration Project,Cloud Migration Project project for PeopleFirst,2025-07-21,2025-12-01,In Progress,High
P00332,Employee Training Portal,Employee Training Portal project for RetailAnalytics,2026-04-04,2026-10-15,Planning,Medium
P00333,Healthcare Management System,Healthcare Management System project for IndustrialTech,2025-09-14,2026-06-29,In Progress,High
P00334,Warehouse Automation,Warehouse Automation project for OfficePro,2025-01-22,2025-11-08,Completed,Critical
P00335,Marketing Analytics Platform,Marketing Analytics Platform project for MarketPlus,2025-10-20,2025-12-12,In Progress,High
P00336,Warehouse Automation,Warehouse Automation project for IndustrialTech,2025-04-17,2025-12-15,On Hold,High
P00337,AI Demand Forecasting,AI Demand Forecasting project for DigitalHub,2025-12-24,2026-11-26,Delayed,Critical
P00338,Healthcare Management System,Healthcare Management System project for DigitalHub,2025-12-05,2026-05-10,Completed,High
P00339,Customer Support Chatbot,Customer Support Chatbot project for FinTech Solutions,2025-10-12,2026-05-18,Completed,High
P00340,AI Demand Forecasting,AI Demand Forecasting project for FinTech Solutions,2025-08-20,2025-12-27,In Progress,Low
P00341,CRM Implementation,CRM Implementation project for LogiTech,2025-12-24,2026-09-25,Delayed,High
P00342,Financial Reporting Dashboard,Financial Reporting Dashboard project for CloudWorks,2026-02-13,2026-05-06,In Progress,Medium
P00343,CRM Implementation,CRM Implementation project for RetailAnalytics,2026-06-12,2027-01-09,In Progress,Low
P00344,Cloud Migration Project,Cloud Migration Project project for MedCare Hospitals,2026-08-01,2027-01-25,In Progress,Medium
P00345,Document Management System,Document Management System project for IndustrialTech,2025-02-19,2025-10-27,Completed,Medium
P00346,Financial Reporting Dashboard,Financial Reporting Dashboard project for DigitalHub,2026-01-31,2026-08-22,In Progress,Low
P00347,AI Demand Forecasting,AI Demand Forecasting project for RetailAnalytics,2025-02-20,2026-02-14,Completed,High
P00348,Document Management System,Document Management System project for Global Traders,2025-09-08,2026-09-02,On Hold,Low
P00349,Inventory Management System,Inventory Management System project for ServicePro,2026-03-21,2026-08-03,In Progress,High
P00350,Inventory Management System,Inventory Management System project for ServicePro,2025-11-22,2026-01-17,In Progress,Critical
P00351,Cloud Migration Project,Cloud Migration Project project for SecureNet,2026-04-30,2026-11-18,In Progress,High
P00352,E-Commerce Platform,E-Commerce Platform project for DataCorp,2026-07-02,2027-02-20,In Progress,Medium
P00353,Financial Reporting Dashboard,Financial Reporting Dashboard project for LogiTech,2026-08-08,2027-05-20,In Progress,Medium
P00354,Supply Chain Analytics,Supply Chain Analytics project for XYZ Technologies,2026-02-08,2026-09-08,In Progress,Low
P00355,AI Demand Forecasting,AI Demand Forecasting project for CloudWorks,2026-02-09,2026-09-29,In Progress,High
P00356,AI Demand Forecasting,AI Demand Forecasting project for SecureNet,2026-04-27,2026-06-18,In Progress,Medium
P00357,Inventory Management System,Inventory Management System project for MarketPlus,2025-05-20,2026-03-05,In Progress,Medium
P00358,Social Media Analytics,Social Media Analytics project for FinanceCorp,2025-06-30,2025-11-27,Planning,Medium
P00359,HR Automation System,HR Automation System project for EduTech,2025-07-24,2026-01-08,In Progress,Critical
P00360,Cybersecurity Upgrade,Cybersecurity Upgrade project for DataCorp,2026-03-23,2026-09-19,Completed,Medium
P00361,Warehouse Automation,Warehouse Automation project for EduTech,2025-07-30,2025-10-05,In Progress,Medium
P00362,Social Media Analytics,Social Media Analytics project for DigitalHub,2025-03-25,2025-10-14,Planning,Medium
P00363,Customer Support Chatbot,Customer Support Chatbot project for MedCare Hospitals,2026-04-25,2026-10-08,In Progress,Medium
P00364,Social Media Analytics,Social Media Analytics project for SalesPro,2026-03-26,2026-07-23,Completed,Critical
P00365,Mobile Banking Application,Mobile Banking Application project for DigitalHub,2025-12-23,2026-04-25,Completed,Medium
P00366,Cloud Migration Project,Cloud Migration Project project for ServicePro,2026-06-13,2026-08-07,In Progress,Low
P00367,Marketing Analytics Platform,Marketing Analytics Platform project for FinanceCorp,2026-04-21,2027-03-16,In Progress,Low
P00368,Healthcare Management System,Healthcare Management System project for ABC Retail,2026-06-25,2026-11-11,Completed,Medium
P00369,E-Commerce Platform,E-Commerce Platform project for ABC Corporation,2025-06-05,2026-04-25,Delayed,High
P00370,Employee Payroll System,Employee Payroll System project for ABC Retail,2025-03-11,2026-01-17,In Progress,High
P00371,Healthcare Management System,Healthcare Management System project for SecureNet,2025-07-24,2026-01-31,Completed,High
P00372,Data Warehouse Development,Data Warehouse Development project for XYZ Technologies,2026-05-13,2027-03-12,Planning,Low
